speed_actual,speed_target,soc,ice_torque,nox,co,fuel
20.579271,21.283,0.7210073,136.62706,0.001953881,-0.0007506249,25.91752052307129
21.949036,22.774,0.7210737,108.07138,0.0028354258,-0.00054853474,21.414432525634766
23.225388,24.025,0.72110045,133.14519,0.0019608275,-0.00022673167,30.269866943359375
24.417707,25.148,0.7211513,144.23367,0.0013750899,-0.00019747549,24.309207916259766
25.345474,26.219,0.72123605,103.26454,0.0014769674,-0.00019902865,22.432292938232422
26.378729,27.252,0.7212818,172.35799,0.0007360099,-0.00016284297,47.80739974975586
27.492565,28.238,0.72132283,180.71037,0.0017337747,0.00039062006,24.394203186035156
28.267117,29.166,0.7213931,75.741425,0.0012715134,-0.00058800593,21.869129180908203
29.130953,30.024,0.7214057,153.4462,0.0003555464,-0.00079103693,60.51694869995117
30.23286,30.78,0.72140956,213.15343,0.0009085908,0.00036629217,28.34437370300293
30.706675,31.393,0.72151744,53.835625,0.0011250491,-0.0005846009,17.524639129638672
31.32832,31.945,0.721536,135.80605,0.0022352457,-0.001055836,47.766170501708984
32.153156,32.509,0.72160804,240.0629,-0.0002728391,-0.000260722,35.43328857421875
32.35695,33.172,0.72172976,53.203655,0.001324696,0.00017865835,13.430216789245605
32.989433,34.002,0.72168726,132.71288,0.0014112112,-0.0014647804,50.47538757324219
34.083862,34.938,0.7216406,235.15346,-0.00059175445,0.00011006537,51.4244270324707
34.941124,35.894,0.72167796,119.922226,0.0023925945,0.0008620194,22.264223098754883
35.99207,36.735,0.72165054,164.49966,-0.00059461297,-0.0009893338,58.184295654296875
