speed_actual,speed_target,soc,ice_torque,nox,fuel,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc,em1_torque_ist_nm,em2_torque_ist_nm,sun_speed_rpm,ring_speed_rpm
51.82091,50.147,0.74787843,67.90198,0.00014442205,14.335364,True,1426.5369,191.64325,1.8534809,-28.417095184326172,190.14114379882812,2158.373779296875,910.619384765625
52.48842,50.805,0.7477251,67.30225,0.00015579164,14.288872,True,1427.1672,192.54169,1.8415868,-28.258045196533203,190.57484436035156,2138.914794921875,923.0020141601562
53.117218,51.422,0.7475704,67.000725,0.00015258789,14.139029,True,1427.5265,186.58484,1.8500686,-28.034835815429688,184.97576904296875,2123.406005859375,935.5216064453125
53.688484,51.974,0.7474184,65.73809,0.00016725063,13.923709,True,1427.3989,176.22034,1.8750906,-27.566165924072266,175.73284912109375,2104.289306640625,947.260009765625
54.163807,52.426,0.7472793,64.29773,0.00016954541,13.597136,True,1426.7097,157.10303,1.9284457,-26.903858184814453,157.79702758789062,2087.17333984375,957.520263671875
54.499035,52.74,0.74716526,61.979126,0.0001847446,13.177507,True,1425.2578,129.10028,2.0135581,-25.96709632873535,129.49290466308594,2069.19140625,965.017578125
54.72381,52.939,0.7470717,59.89818,0.00018535554,12.913111,True,1424.1891,109.54883,2.0787568,-25.078868865966797,109.33887481689453,2058.8056640625,969.4200439453125
54.763447,53.019,0.74701583,58.379684,0.00018502772,12.637519,True,1423.5974,78.07492,2.2012382,-24.385074615478516,76.48626708984375,2060.089111328125,970.5625610351562
54.778603,53.036,0.7469556,57.709488,0.00017550588,12.792708,True,1424.3296,84.96634,2.2027194,-24.191408157348633,85.4025650024414,2062.2685546875,968.6893310546875
54.67744,53.012,0.74691236,58.409073,0.00015696883,12.702255,True,1425.2338,70.06375,2.2481978,-24.264280319213867,68.61630249023438,2081.7509765625,966.5859375
54.612793,52.96,0.7468487,58.162003,0.000157848,12.952188,True,1426.6731,86.89166,2.1996708,-24.387409210205078,87.32089233398438,2078.12060546875,962.672607421875
54.487846,52.885,0.7467973,59.50386,0.00013828278,12.874821,True,1427.9226,74.54236,2.2230597,-24.64313316345215,73.18094635009766,2096.1083984375,961.5804443359375
54.42013,52.806,0.74673015,59.023575,0.0001591146,13.079057,True,1429.1876,87.95261,2.1815896,-24.771743774414062,88.4806900024414,2088.74560546875,958.8775634765625
54.354424,52.747,0.74666846,60.488342,0.00013813376,13.068015,True,1430.5613,83.01831,2.1782131,-25.068504333496094,81.96112823486328,2105.61279296875,958.8304443359375
54.402245,52.761,0.74658394,60.454315,0.00016099215,13.336843,True,1432.2896,104.10565,2.100587,-25.353389739990234,104.68344116210938,2100.97802734375,957.8598022460938
54.5785,52.904,0.74647886,62.649124,0.00013184547,13.548051,True,1434.7522,122.48004,2.0060956,-25.991701126098633,122.22563171386719,2114.9111328125,960.57470703125
54.9046,53.188,0.7463516,63.382996,0.0001514554,13.774166,True,1437.0265,143.78357,1.905793,-26.563920974731445,144.45846557617188,2108.272216796875,965.0933227539062
55.410763,53.651,0.746195,65.470245,0.00012803078,14.152176,True,1440.3284,171.06207,1.7961681,-27.300905227661133,170.2906951904297,2107.57080078125,973.0341186523438
55.940083,54.168,0.7460485,66.36499,0.00014694035,14.039087,True,1441.7781,164.69733,1.7915964,-27.821422576904297,165.01663208007812,2093.8759765625,983.7098388671875
56.452206,54.644,0.74591076,65.14949,0.00016377866,13.866199,True,1441.5615,157.22412,1.8056184,-27.356525421142578,158.43588256835938,2068.7275390625,993.80908203125
56.854668,55.031,0.74579847,64.00107,0.00017784536,13.488069,True,1440.5416,133.93213,1.865226,-26.771953582763672,134.84620666503906,2056.5634765625,1002.6077880859375
57.14411,55.303,0.7457085,61.604034,0.0001951009,13.1720705,True,1439.0513,113.84186,1.924789,-25.887500762939453,114.22471618652344,2041.4423828125,1008.041748046875
57.36564,55.512,0.74562895,60.49887,0.00018574297,13.046849,True,1438.6521,105.47681,1.9496679,-25.28941535949707,105.5672378540039,2040.2646484375,1011.4347534179688
57.551334,55.708,0.7455513,59.969215,0.00018042326,13.041878,True,1439.1858,104.89624,1.9480675,-25.095603942871094,104.96617889404297,2042.823486328125,1013.5474243164062
